hom1 Gm02 1311503 1314983
hom1 Cpsupercontig_151 441159 444332
hom2 Gm02 1326692 1327596
hom2 Cpsupercontig_151 407150 407813
hom3 Gm02 1333236 1334233
hom3 Cpsupercontig_151 404494 404913
hom4 Gm02 1342475 1344310
hom4 Cpsupercontig_151 390554 391633
hom5 Gm02 1396329 1401714
hom5 Cpsupercontig_151 303454 309947
hom6 Gm02 1409524 1418211
hom6 Cpsupercontig_151 303454 309947
hom7 Gm02 1419787 1422844
hom7 Cpsupercontig_151 283729 285658
hom8 Gm02 1424390 1426245
hom8 Cpsupercontig_151 283729 285658
hom9 Gm02 1435019 1436235
hom9 Cpsupercontig_151 237463 238427
hom10 Gm02 1452230 1455046
hom10 Cpsupercontig_151 173639 175867
hom11 Gm02 1475986 1476486
hom11 Cpsupercontig_48 651645 652178
hom12 Gm02 1487572 1488436
hom12 Cpsupercontig_9 1662505 1663005
hom13 Gm02 1492029 1492615
hom13 Cpsupercontig_9 1665414 1665923
hom14 Gm02 1504679 1508416
hom14 Cpsupercontig_9 1683937 1690279
hom15 Gm02 1517015 1525635
hom15 Cpsupercontig_9 1694926 1703779
hom16 Gm02 1527039 1530678
hom16 Cpsupercontig_9 1708261 1710733
hom17 Gm02 1531801 1532955
hom17 Cpsupercontig_9 1711711 1716754
hom18 Gm02 1543023 1548121
hom18 Cpsupercontig_9 1723961 1731988
hom19 Gm03 43771921 43779839
hom19 Cpsupercontig_9 1222316 1232640
hom20 Gm03 43807187 43810759
hom20 Cpsupercontig_9 1325770 1330565
hom21 Gm03 43814528 43817599
hom21 Cpsupercontig_146 172028 174755
hom22 Gm03 43827276 43828995
hom22 Cpsupercontig_11 568025 569898
hom23 Gm03 43844395 43846689
hom23 Cpsupercontig_169 412702 414255
hom24 Gm03 43849901 43853766
hom24 Cpsupercontig_9 1387744 1391889
hom25 Gm03 43857682 43859480
hom25 Cpsupercontig_9 1395249 1397175
hom26 Gm03 43860132 43864939
hom26 Cpsupercontig_9 1398152 1403184
hom27 Gm03 43865799 43866953
hom27 Cpsupercontig_9 1404016 1404633
hom28 Gm03 43867949 43869474
hom28 Cpsupercontig_9 1406492 1407868
hom29 Gm03 43877428 43880168
hom29 Cpsupercontig_9 1458966 1461203
hom30 Gm03 43880468 43884361
hom30 Cpsupercontig_9 1462678 1465055
hom31 Gm03 43885582 43889789
hom31 Cpsupercontig_9 1466727 1469166
hom32 Gm03 43896306 43899228
hom32 Cpsupercontig_9 1502736 1504766
hom33 Gm03 43908420 43913988
hom33 Cpsupercontig_150 454712 458736
hom34 Gm03 43917611 43918923
hom34 Cpcontig_27813 2212 3159
hom35 Gm03 43930309 43933696
hom35 Cpsupercontig_19 2346984 2348753
hom36 Gm03 43939166 43940208
hom36 Cpsupercontig_9 1753304 1753885
hom37 Gm03 43941205 43941342
hom37 Cpsupercontig_603 13170 19778
hom38 Gm03 43948734 43952829
hom38 Cpsupercontig_9 1723961 1731988
hom39 Gm03 43963111 43968943
hom39 Cpsupercontig_229 183217 190094
hom40 Gm03 43978161 43979052
hom40 Cpsupercontig_9 1664380 1664856
hom41 Gm03 43983725 43985531
hom41 Cpsupercontig_151 132192 134615
hom42 Gm03 44000817 44008874
hom42 Cpsupercontig_96 170916 180278
hom43 Gm03 44010403 44011189
hom43 Cpsupercontig_48 651645 652178
hom44 Gm03 44037064 44039229
hom44 Cpsupercontig_151 173639 175867
hom45 Gm03 44058098 44066056
hom45 Cpsupercontig_151 218444 229369
hom46 Gm03 44071967 44073982
hom46 Cpsupercontig_151 283729 285658
hom47 Gm03 44077237 44081714
hom47 Cpsupercontig_151 287110 290371
hom48 Gm03 44090949 44092390
hom48 Cpsupercontig_48 801792 802893
hom49 Gm03 45354878 45358677
hom49 Cpsupercontig_48 804121 807310
hom50 Gm03 45362202 45365298
hom50 Cpsupercontig_48 804121 807310
hom51 Gm03 45369490 45370844
hom51 Cpsupercontig_48 804121 807310
hom52 Gm03 45373169 45374514
hom52 Cpsupercontig_48 801792 802893
hom53 Gm03 45388490 45392807
hom53 Cpsupercontig_48 787879 789969
hom54 Gm03 45406047 45409553
hom54 Cpsupercontig_37 158276 161434
hom55 Gm03 45412163 45412399
hom55 Cpsupercontig_48 750970 751599
hom56 Gm03 45414390 45415505
hom56 Cpsupercontig_178 28531 30941
hom57 Gm03 45448123 45450221
hom57 Cpsupercontig_48 714960 716631
hom58 Gm03 45451657 45454186
hom58 Cpsupercontig_136 648160 650864
hom59 Gm03 45461049 45462272
hom59 Cpsupercontig_48 688916 690229
hom60 Gm03 45463353 45464075
hom60 Cpsupercontig_48 680866 683157
hom61 Gm03 45470710 45475869
hom61 Cpsupercontig_48 666424 669248
hom62 Gm03 45489058 45490350
hom62 Cpsupercontig_151 139724 141442
hom63 Gm03 45510657 45513654
hom63 Cpsupercontig_48 626229 628567
hom64 Gm03 45516696 45518511
hom64 Cpsupercontig_327 48840 49521
hom65 Gm03 45523542 45528831
hom65 Cpsupercontig_108 663027 669292
hom66 Gm03 45548792 45554583
hom66 Cpsupercontig_327 20197 25182
hom67 Gm03 45556159 45560907
hom67 Cpsupercontig_327 8602 11381
hom68 Gm03 45568151 45572291
hom68 Cpsupercontig_1868 898 2666
hom69 Gm03 45572966 45576820
hom69 Cpsupercontig_48 561562 565462
hom70 Gm03 45577703 45581357
hom70 Cpsupercontig_48 553953 556363
hom71 Gm03 45582194 45585433
hom71 Cpsupercontig_48 549131 552295
hom72 Gm03 45587909 45590917
hom72 Cpsupercontig_48 543358 547295
hom73 Gm03 45607909 45611378
hom73 Cpsupercontig_48 529027 533669
hom74 Gm03 45618205 45624765
hom74 Cpsupercontig_48 512226 516161
hom75 Gm03 45634675 45637606
hom75 Cpsupercontig_48 502458 506865
hom76 Gm03 45638741 45639433
hom76 Cpsupercontig_272 1712 4837
hom77 Gm03 45640334 45651189
hom77 Cpsupercontig_48 469548 479136
hom78 Gm03 45668137 45668285
hom78 Cpsupercontig_112 417257 418792
hom79 Gm03 45669673 45673023
hom79 Cpsupercontig_10 2018605 2021054
hom80 Gm07 42310116 42310336
hom80 Cpsupercontig_18 2775 3401
hom81 Gm07 42319580 42320711
hom81 Cpsupercontig_9 524524 525512
hom82 Gm07 42347562 42350014
hom82 Cpsupercontig_9 546209 549479
hom83 Gm07 42352748 42357044
hom83 Cpsupercontig_9 551095 554237
hom84 Gm07 42385073 42386145
hom84 Cpsupercontig_9 579724 580289
hom85 Gm07 42389941 42390891
hom85 Cpsupercontig_9 579724 580289
hom86 Gm07 42393960 42396451
hom86 Cpsupercontig_65 1079468 1079893
hom87 Gm07 42398509 42399446
hom87 Cpsupercontig_9 579724 580289
hom88 Gm07 42409918 42410940
hom88 Cpsupercontig_9 581739 582488
hom89 Gm07 42411871 42414531
hom89 Cpsupercontig_4 1738978 1739331
hom90 Gm07 42415684 42416638
hom90 Cpsupercontig_9 584386 585442
hom91 Gm07 42416949 42429012
hom91 Cpsupercontig_9 587353 594056
hom92 Gm07 42441206 42447727
hom92 Cpsupercontig_9 604682 609959
hom93 Gm07 42447877 42449020
hom93 Cpsupercontig_9 610989 612623
hom94 Gm07 42456155 42461497
hom94 Cpsupercontig_9 613908 618351
hom95 Gm07 42463063 42466332
hom95 Cpsupercontig_9 619847 622461
hom96 Gm07 42486144 42489524
hom96 Cpsupercontig_50 1435764 1437809
hom97 Gm07 42491103 42492713
hom97 Cpsupercontig_50 1440948 1442320
hom98 Gm07 42517547 42518663
hom98 Cpsupercontig_197 318981 320929
hom99 Gm07 42521057 42522359
hom99 Cpsupercontig_4 1661405 1676419
hom100 Gm07 42526818 42528386
hom100 Cpsupercontig_95 793925 801710
hom101 Gm07 42534011 42538092
hom101 Cpsupercontig_50 1567561 1569234
hom102 Gm07 42539195 42543215
hom102 Cpsupercontig_50 1594258 1599521
hom103 Gm07 42554320 42555760
hom103 Cpsupercontig_50 1604161 1605838
hom104 Gm07 42564799 42565537
hom104 Cpsupercontig_16 2896635 2897287
hom105 Gm07 42574512 42581568
hom105 Cpsupercontig_16 2861469 2872365
hom106 Gm07 42586571 42587197
hom106 Cpsupercontig_16 2861469 2872365
hom107 Gm07 42600852 42602912
hom107 Cpsupercontig_16 2820815 2822143
hom108 Gm07 42620026 42620611
hom108 Cpsupercontig_16 2765990 2766361
hom109 Gm07 42622903 42630830
hom109 Cpsupercontig_23 1583959 1588088
hom110 Gm07 42636285 42643113
hom110 Cpsupercontig_16 2679855 2699533
hom111 Gm07 42644917 42646838
hom111 Cpsupercontig_791 174073 175194
hom112 Gm07 42648171 42654134
hom112 Cpsupercontig_66 392950 395878
hom113 Gm07 42656086 42658211
hom113 Cpsupercontig_16 2633170 2636105
hom114 Gm07 42659168 42667336
hom114 Cpsupercontig_16 2607020 2616490
hom115 Gm07 42681955 42682821
hom115 Cpsupercontig_9 167466 167909
hom116 Gm07 42687012 42688241
hom116 Cpsupercontig_3 2243585 2244085
hom117 Gm07 42689916 42693686
hom117 Cpsupercontig_16 2538276 2540221
hom118 Gm07 42696778 42701368
hom118 Cpsupercontig_16 2528823 2531692
