chr14	Gaze	gene	2596280	2598951	53.9133	-	.	Gene GSVIVG01000001001 ; Complete 1
chr14	Gaze	gene	2600404	2607034	444.0737	-	.	Gene GSVIVG01000002001 ; Complete 1
chr14	Gaze	gene	2616036	2620460	225.6838	-	.	Gene GSVIVG01000003001 ; Complete 1
chr14	Gaze	gene	2638641	2642144	94.3599	+	.	Gene GSVIVG01000004001 ; Complete 1
chr14	Gaze	gene	2642583	2643125	26.0487	-	.	Gene GSVIVG01000005001 ; Complete 1
chr14	Gaze	gene	2643130	2644348	83.4253	-	.	Gene GSVIVG01000006001 ; Complete 1
chr14	Gaze	gene	2645322	2647029	162.694	-	.	Gene GSVIVG01000007001 ; Complete 1
chr14	Gaze	gene	2650299	2654390	190.2712	-	.	Gene GSVIVG01000008001 ; Complete 1
chr14	Gaze	gene	2656366	2692593	962.7059	+	.	Gene GSVIVG01000009001 ; Complete 1
chr14	Gaze	gene	2692594	2693228	15.5629	+	.	Gene GSVIVG01000010001 ; Complete 1
chr14	Gaze	gene	2775388	2776822	101.0085	-	.	Gene GSVIVG01000012001 ; Complete 1
chr14	Gaze	gene	2814374	2816491	11.7514	+	.	Gene GSVIVG01000015001 ; Complete 1
chr14	Gaze	gene	2828936	2836971	282.2863	+	.	Gene GSVIVG01000016001 ; Complete 1
chr14	Gaze	gene	2840389	2843169	182.5868	-	.	Gene GSVIVG01000017001 ; Complete 1
chr14	Gaze	gene	2846055	2850241	77.2818	-	.	Gene GSVIVG01000019001 ; Complete 1
chr14	Gaze	gene	2856608	2864653	76.1291	+	.	Gene GSVIVG01000020001 ; Complete 1
chr14	Gaze	gene	2869540	2870678	45.526	+	.	Gene GSVIVG01000021001 ; Complete 1
chr14	Gaze	gene	2879218	2884606	13.2957	-	.	Gene GSVIVG01000023001 ; Complete 1
chr14	Gaze	gene	2894817	2900489	220.0949	+	.	Gene GSVIVG01000024001 ; Complete 1
chr14	Gaze	gene	2901240	2909271	230.0165	+	.	Gene GSVIVG01000025001 ; Complete 1
chr14	Gaze	gene	2909591	2909934	4.7626	-	.	Gene GSVIVG01000026001 ; Complete 1
chr14	Gaze	gene	2909953	2914570	35.1239	+	.	Gene GSVIVG01000027001 ; Complete 1
chr14	Gaze	gene	2922506	2927819	52.0978	+	.	Gene GSVIVG01000030001 ; Complete 1
chr14	Gaze	gene	2941501	2944736	24.7958	+	.	Gene GSVIVG01000033001 ; Complete 1
chr14	Gaze	gene	2945236	2953823	46.5501	-	.	Gene GSVIVG01000034001 ; Complete 1
chr14	Gaze	gene	2954033	2962085	187.0608	+	.	Gene GSVIVG01000035001 ; Complete 1
chr14	Gaze	gene	2963254	2966335	347.2778	+	.	Gene GSVIVG01000036001 ; Complete 1
chr14	Gaze	gene	2969327	2974847	186.033	+	.	Gene GSVIVG01000037001 ; Complete 1
chr14	Gaze	gene	2975561	2976800	34.1142	-	.	Gene GSVIVG01000038001 ; Complete 1
chr14	Gaze	gene	2977898	2978891	22.5506	+	.	Gene GSVIVG01000039001 ; Complete 1
chr14	Gaze	gene	2981439	2989175	278.7721	+	.	Gene GSVIVG01000040001 ; Complete 1
chr14	Gaze	gene	2992353	2997171	376.0077	+	.	Gene GSVIVG01000041001 ; Complete 1
chr14	Gaze	gene	3003895	3011495	227.5443	-	.	Gene GSVIVG01000042001 ; Complete 1
chr14	Gaze	gene	3013561	3017124	169.327	-	.	Gene GSVIVG01000043001 ; Complete 1
chr14	Gaze	gene	3030685	3053989	585.4787	+	.	Gene GSVIVG01000044001 ; Complete 1
chr14	Gaze	gene	3054222	3057210	24.0882	-	.	Gene GSVIVG01000045001 ; Complete 1
chr14	Gaze	gene	3057711	3061332	22.2955	+	.	Gene GSVIVG01000046001 ; Complete 1
chr14	Gaze	gene	3063647	3072319	442.0885	+	.	Gene GSVIVG01000047001 ; Complete 1
chr14	Gaze	gene	3072464	3074713	110.6007	-	.	Gene GSVIVG01000048001 ; Complete 1
chr14	Gaze	gene	3077529	3090848	397.8725	-	.	Gene GSVIVG01000050001 ; Complete 1
chr14	Gaze	gene	3092047	3097351	343.5583	+	.	Gene GSVIVG01000051001 ; Complete 1
chr14	Gaze	gene	3097937	3109879	201.6934	-	.	Gene GSVIVG01000052001 ; Complete 1
chr14	Gaze	gene	3110690	3113957	207.4155	-	.	Gene GSVIVG01000053001 ; Complete 1
chr14	Gaze	gene	3116045	3116973	15.1657	+	.	Gene GSVIVG01000054001 ; Complete 1
chr14	Gaze	gene	3117470	3125237	32.7038	-	.	Gene GSVIVG01000055001 ; Complete 1
chr14	Gaze	gene	3125791	3127745	190.9931	+	.	Gene GSVIVG01000056001 ; Complete 1
chr14	Gaze	gene	3128262	3137145	1.7404	-	.	Gene GSVIVG01000057001 ; Complete 1
chr14	Gaze	gene	3138017	3152738	63.6929	-	.	Gene GSVIVG01000058001 ; Complete 1
chr14	Gaze	gene	3154938	3155144	1.6905	+	.	Gene GSVIVG01000059001 ; Complete 1
chr14	Gaze	gene	3159742	3167009	22.5196	-	.	Gene GSVIVG01000060001 ; Complete 1
chr14	Gaze	gene	3168610	3168810	1.5387	+	.	Gene GSVIVG01000061001 ; Complete 1
chr14	Gaze	gene	3173908	3174962	26.5478	-	.	Gene GSVIVG01000062001 ; Complete 1
chr14	Gaze	gene	3182659	3184069	21.6387	-	.	Gene GSVIVG01000063001 ; Complete 1
chr14	Gaze	gene	3185338	3186328	21.4092	+	.	Gene GSVIVG01000064001 ; Complete 1
chr14	Gaze	gene	3187971	3190660	24.2207	-	.	Gene GSVIVG01000065001 ; Complete 1
chr14	Gaze	gene	3196104	3197088	22.459	-	.	Gene GSVIVG01000066001 ; Complete 1
chr14	Gaze	gene	3199243	3200255	31.7775	-	.	Gene GSVIVG01000067001 ; Complete 1
chr14	Gaze	gene	3206061	3206879	18.8284	-	.	Gene GSVIVG01000068001 ; Complete 1
chr14	Gaze	gene	3208547	3209619	31.4425	-	.	Gene GSVIVG01000069001 ; Complete 1
chr14	Gaze	gene	3211189	3212297	25.7682	-	.	Gene GSVIVG01000070001 ; Complete 1
chr14	Gaze	gene	3215339	3216409	20.2711	-	.	Gene GSVIVG01000071001 ; Complete 1
chr14	Gaze	gene	3217518	3218665	5.517	-	.	Gene GSVIVG01000072001 ; Complete 1
chr14	Gaze	gene	3221376	3234013	400.7281	-	.	Gene GSVIVG01000073001 ; Complete 1
chr14	Gaze	gene	3245459	3268889	713.9393	+	.	Gene GSVIVG01000074001 ; Complete 1
chr14	Gaze	gene	3268894	3269152	27.9988	+	.	Gene GSVIVG01000075001 ; Complete 1
chr14	Gaze	gene	3270308	3274319	65.8358	-	.	Gene GSVIVG01000077001 ; Complete 1
chr14	Gaze	gene	3274893	3275600	4.1012	-	.	Gene GSVIVG01000078001 ; Complete 1
chr14	Gaze	gene	3275680	3286977	390.2836	-	.	Gene GSVIVG01000079001 ; Complete 1
chr14	Gaze	gene	3288594	3292318	41.4974	+	.	Gene GSVIVG01000080001 ; Complete 1
chr14	Gaze	gene	3293310	3298480	45.3973	+	.	Gene GSVIVG01000081001 ; Complete 1
chr14	Gaze	gene	3311501	3315829	369.1361	+	.	Gene GSVIVG01000083001 ; Complete 1
chr14	Gaze	gene	3315947	3324623	327.6705	+	.	Gene GSVIVG01000084001 ; Complete 1
chr14	Gaze	gene	3325753	3327711	3.5	-	.	Gene GSVIVG01000086001 ; Complete 1
chr14	Gaze	gene	3331672	3368379	516.5698	+	.	Gene GSVIVG01000087001 ; Complete 1
chr14	Gaze	gene	3368421	3376823	99.1336	+	.	Gene GSVIVG01000088001 ; Complete 1
chr14	Gaze	gene	3378829	3423078	347.0773	+	.	Gene GSVIVG01000089001 ; Complete 1
chr14	Gaze	gene	3423978	3440699	529.7705	-	.	Gene GSVIVG01000091001 ; Complete 1
chr14	Gaze	gene	3450502	3462115	98.6684	-	.	Gene GSVIVG01000093001 ; Complete 1
chr14	Gaze	gene	3462334	3464866	10.8686	-	.	Gene GSVIVG01000094001 ; Complete 1
chr14	Gaze	gene	3469943	3481958	32.2254	+	.	Gene GSVIVG01000095001 ; Complete 1
chr14	Gaze	gene	3515322	3516355	22.4067	+	.	Gene GSVIVG01000097001 ; Complete 1
chr14	Gaze	gene	3517524	3522383	35.5786	+	.	Gene GSVIVG01000098001 ; Complete 1
chr14	Gaze	gene	3525107	3528061	2.0425	-	.	Gene GSVIVG01000099001 ; Complete 1
chr14	Gaze	gene	3533076	3533905	18.4897	+	.	Gene GSVIVG01000100001 ; Complete 1
chr14	Gaze	gene	3538018	3538905	21.9698	+	.	Gene GSVIVG01000101001 ; Complete 1
chr14	Gaze	gene	3541434	3542499	19.6888	+	.	Gene GSVIVG01000102001 ; Complete 1
chr14	Gaze	gene	3550113	3551146	22.5833	+	.	Gene GSVIVG01000103001 ; Complete 1
chr7	Gaze	gene	15305304	15306420	12.5687	+	.	Gene GSVIVG01000104001 ; Complete 0
chr7	Gaze	gene	15309043	15319149	45.217	+	.	Gene GSVIVG01000105001 ; Complete 1
chr7	Gaze	gene	15325228	15327698	17.1605	-	.	Gene GSVIVG01000107001 ; Complete 1
chr7	Gaze	gene	15331693	15344387	368.495	-	.	Gene GSVIVG01000108001 ; Complete 1
chr7	Gaze	gene	15344499	15345968	90.9531	+	.	Gene GSVIVG01000109001 ; Complete 1
chr7	Gaze	gene	15348021	15351653	142.7186	-	.	Gene GSVIVG01000111001 ; Complete 1
chr7	Gaze	gene	15358690	15361313	111.8287	-	.	Gene GSVIVG01000112001 ; Complete 1
chr7	Gaze	gene	15366208	15367076	15.312	-	.	Gene GSVIVG01000113001 ; Complete 1
chr7	Gaze	gene	15369757	15370393	12.3027	+	.	Gene GSVIVG01000114001 ; Complete 1
chr7	Gaze	gene	15373191	15378107	131.2414	-	.	Gene GSVIVG01000115001 ; Complete 1
chr7	Gaze	gene	15390644	15395837	123.4331	+	.	Gene GSVIVG01000116001 ; Complete 1
chr7	Gaze	gene	15400077	15400608	15.8194	-	.	Gene GSVIVG01000117001 ; Complete 1
chr7	Gaze	gene	15400830	15402370	101.5052	+	.	Gene GSVIVG01000118001 ; Complete 1
chr7	Gaze	gene	15404405	15417570	285.1356	-	.	Gene GSVIVG01000120001 ; Complete 1
chr7	Gaze	gene	15423553	15424064	11.9189	+	.	Gene GSVIVG01000121001 ; Complete 1
chr7	Gaze	gene	15426936	15432003	233.5478	-	.	Gene GSVIVG01000122001 ; Complete 1
chr7	Gaze	gene	15444488	15450475	212.5618	+	.	Gene GSVIVG01000123001 ; Complete 1
chr7	Gaze	gene	15451437	15458048	51.4072	-	.	Gene GSVIVG01000124001 ; Complete 1
chr7	Gaze	gene	15472658	15474259	60.1252	-	.	Gene GSVIVG01000125001 ; Complete 1
chr7	Gaze	gene	15479833	15483153	176.1142	+	.	Gene GSVIVG01000126001 ; Complete 1
chr7	Gaze	gene	15484125	15494123	128.4889	-	.	Gene GSVIVG01000127001 ; Complete 1
chr7	Gaze	gene	15497543	15499633	50.4591	+	.	Gene GSVIVG01000128001 ; Complete 1
chr7	Gaze	gene	15505890	15506937	6.8527	-	.	Gene GSVIVG01000129001 ; Complete 1
chr7	Gaze	gene	15511393	15519710	154.3378	+	.	Gene GSVIVG01000130001 ; Complete 1
chr7	Gaze	gene	15521919	15523764	74.5878	-	.	Gene GSVIVG01000131001 ; Complete 1
chr7	Gaze	gene	15540264	15554852	414.7266	-	.	Gene GSVIVG01000132001 ; Complete 1
chr7	Gaze	gene	15562917	15568566	245.6662	+	.	Gene GSVIVG01000134001 ; Complete 1
chr7	Gaze	gene	15570755	15574483	287.2212	-	.	Gene GSVIVG01000135001 ; Complete 1
chr7	Gaze	gene	15576353	15579494	293.8257	-	.	Gene GSVIVG01000137001 ; Complete 1
